,entry_type,rtype,name,url,contact,description,geoextent,geocoverage,geocoverage_codes,lead_organisation_name,lead_organisation_category,start_date,active,end_date,primary_sector,secondary_sector,technology,uptake,cross_border,cross_sector,type,status,id
393,case,Service,The use of game theory in the process of modeling the development of smart city, ,,"The aim of the authors of the application is to develop a model of a participatory game using AI methods, which will comprehensively illustrate the process of development and functioning of the ""smart city"" with the use of game theory. The theory of the cooperative game can form the formal basis for many processes characterizing the development of the so-called ""Smart cities"". A particularly important task is the parameterization of the developed model, which includes, inter alia, designating a different number of players, defining their roles (e.g. city authorities, developers, environmental organizations, residents, etc.).",Local,Poland,PL,Warsaw,Local Government,2020,,,General public services,R&D general public services.,Artificial Intelligence,,,,Engagement management,Pilot,393
394,case,Service,Monitoring of a Water Treatment Station, ,,"Monitoring of the Water Treatment Plant in Kartuzy includes: measurements of the flow rate, pressure in the network, control and regulation of the intake operation. Control of the amount of water sent to the water supply network. Balance of the volume of water distributed in the network, e.g. water losses",Local,Poland,PL,Kartuzy,Local Government,2020,,,Housing and community amenities,Water supply.,Artificial Intelligence,,,,Internal support processes,Implemented,394
395,case,Service,Intelligent water and sewage network management system, ,,"The project involves the construction of an analytical system including hydraulic calculations, devices for the ongoing monitoring of network parameters and information about recipients. It is in line with the global trend of building smart grids, the aim of which is to optimize the operation of the network and its maintenance costs through the use of dynamic (on-line) information about the network load and optimization of used resources.",Local,Poland,PL,Zywiec,Local Government,2020,,,Housing and community amenities,Water supply.,Artificial Intelligence,,,,Internal primary processes,In development,395
396,case,Service,Lupine Intelligent lighting system, ,,"Introduction of central control in street lighting based on motion sensors and sensors that analyze weather conditions. Currently, each lamp is individually controlled and monitored. This allows you to achieve significant savings and set different times for switching the lighting on and off. In addition, lamps near pedestrian crossings turn on earlier and then turn off in relation to the others, which increases the lighting and thus safety at pedestrian crossings. Full preview and the ability to monitor lighting parameters also allows to reduce the response time to failures. This, in turn, ensures minimal interruptions in lighting operation. The possibility of monitoring the parameters of the luminaires also enables earlier planning of maintenance works and minimizing their costs.",Local,Poland,PL,Lupine,Local Government,2020,,,Housing and community amenities,Street lighting.,Artificial Intelligence,,,,Internal primary processes,Implemented,396
397,case,Service,Development of the Electronic Flood Warning System, ,,"The project consists in the expansion of the Electronic Flood Warning System in the Biała Tarnowska River catchment area. The purpose of the system is to generate flood risk forecasts. The system is to determine when, where and with what intensity a flood risk is possible. One of the essential elements of the system is the introduction of Artificial Intelligence and machine learning mechanisms. Algorithms will be developed to analyze the relationship between the intensity of historical and on-line precipitation and the change in the water level (flood wave) on the river or the occurrence of the so-called flash flood.",Local,Poland,PL,Tarnow,Local Government,2020,,,Environmental protection,Environmental protection n.e.c.,Artificial Intelligence,,,,Prediction and planning ,In development,397
398,case,Service,Gliwice & Poznan Integrated Public Transport Management System - ITS, ,,1. Giving green light priority to public transport vehicles. 2. Prioritization of emergency services vehicles passing through intersections equipped with traffic lights. 3. Development of the road information system for drivers. 4. Introduction of a mobile information application for road users. 5. Expansion of the system of traffic measurement points with vehicle identification and implementation of the System presenting journey times on variable message signs. 6. Development of intersection monitoring with video analytics that automatically informs about dangerous road incidents. 7. Development of the system for identifying free parking spaces in the city. 8. Development of the meteorological system. 9. Introduction of a pre-selection vehicle weighing system at the inlets to the city of Gliwice. 10.,Local,Poland,PL,Gliwice & Poznan,Local Government,2020,,,Economic affairs,Transport,Artificial Intelligence,,,,Internal primary processes,Implemented,398
399,case,Service,Cracow Virtual Clerk, ,,"A pioneering solution has been launched on the new POP website - a virtual clerk. It is an innovative tool that uses Artificial Intelligence, allowing you to intuitively search for information in the field of entrepreneur service, including setting up your own business. An important advantage offered by a virtual officer is the ease and speed in reaching the information sought and the availability of the service 24 hours a day, seven days a week.",Local,Poland,PL,Cracow,Local Government,2020,,,General public services,General public services n.e.c.,Artificial Intelligence,,,,Service personalisation (various),Pilot,399
400,case,Service,AI-based timetables, ,,"Provision of software for creating timetables, which takes into account historical data obtained from vehicles on the completed timetable. The software enables the projection of historical data from the completed trips on the timetable and the determination of the optimal travel time on a given section on the basis of statistical analysis, ensuring maximum punctuality.",Local,Poland,PL,Poznan,Local Government,2020,,,Economic affairs,Transport,Artificial Intelligence,,,,Internal primary processes,Implemented,400
401,case,Service,Poznan: Improving the flow of electric bus traffic, ,,"In connection with the planned introduction in the fourth quarter of 2019 of electric buses on the route No. 174, traffic lights on the route of this line are equipped with signal receivers from buses, and traffic light programs are adjusted to prioritize buses. The aim is to obtain the maximum smoothness of bus traffic in order to ensure the longest possible vehicle charging time in the end loop.",Local,Poland,PL,Poznan,Local Government,2020,,,Economic affairs,Transport,Artificial Intelligence,,,,Internal primary processes,Pilot,401
402,case,Service,Ioom Intelligent lighting system, ,,"Introduction of central control in street lighting based on motion sensors and sensors that analyze weather conditions. Currently, each lamp is individually controlled and monitored. This allows you to achieve significant savings and set different times for switching the lighting on and off. In addition, lamps near pedestrian crossings turn on earlier and then turn off in relation to the others, which increases the lighting and thus safety at pedestrian crossings. Full preview and the ability to monitor lighting parameters also allows to reduce the response time to failures. This, in turn, ensures minimal interruptions in lighting operation. The possibility of monitoring the parameters of the luminaires also enables earlier planning of maintenance works and minimizing their costs.",Local,Poland,PL,loom,Local Government,2020,,,Housing and community amenities,Street lighting.,Artificial Intelligence,,,,Prediction and planning ,Implemented,402
403,case,Service,Smart lighting in urban space, ,,"The lighting installed in the WUWA 2 estate uses a remote control system and LED technology, thus helping to reduce the costs of electricity consumption. It senses changes in traffic and adjusts the lighting intensity, which improves the safety of all residents. Permanent power supply for street lighting circuits allows the use of lighting infrastructure to offer residents additional functionalities, such as charging electric vehicles or providing the Internet.",Local,Poland,PL,Wroclaw,Local Government,2020,,,Housing and community amenities,Street lighting.,Artificial Intelligence,,,,Service personalisation (various),Implemented,403
404,case,Service,Wroclaw Intelligent lighting system, ,,"A research project aimed at developing a combination of the basic function of lighting poles with new functions aimed at residents. As part of the available infrastructure, devices for counting pedestrians, cyclists and vehicles (along with the specification of the vehicle type) were installed. The lighting was replaced with LED with the function of adjusting the light intensity to external conditions.",Local,Poland,PL,Wroclaw,Local Government,2020,,,Housing and community amenities,Street lighting.,Artificial Intelligence,,,,Service integration (various),Implemented,404
