entry_type,cid,id,rtype,name,url,contact,description,geoextent,geocoverage,geocoverage_codes,lead_organisation_name,lead_organisation_category,start_date,active,end_date,primary_sector,secondary_sector,technology,uptake,cross_border,cross_sector,type,status,lead_organisation:name,lead_organisation:category
case,10006,60043,Service,"European Chemicals Agency (ECHA) QSART",https://qsartoolbox.org/developers/webapi/,,"API of the European Chemicals Agency (ECHA) QSART. The QSAR Toolbox features a powerful WebAPI that opens the system to interaction with other tools. The exposed services may be used by software developers to create applications that interface with the QSAR Toolbox and obtain chemical identity data, calculated parameter values, profiling results, etc. Experienced users may use the Toolbox Web Services to feed data into pipeline systems or to process vast arrays of data in batches.",International,"European Union",,"European Chemicals Agency (ECHA)",Governmental,2015,Yes,,"Environmental protection","Data access",Api,Unknown,Yes,No,"Data access and reuse","In production","European Chemicals Agency (ECHA)",Governmental
case,10006,60044,Service,"Council of the European Union",https://data.consilium.europa.eu/sparql,,"SPARQL API endpoint of the Council of the European Union.",International,"European Union",,"European Council",Governmental,2016,Yes,,"Executive and legislative organs","Data access",Api,Unknown,Yes,No,"Data access and reuse","In production","European Council",Governmental
case,10006,60045,Service,"European Court Database (CDB) Application Programming Interface (API)",https://data.europa.eu/euodp/en/data/dataset/european-court-database-api,,"The European Court Database (CDB) system is publicly available since November 2015. It provides an easy way for users to determine the correct (i.e., competent) court for a number of European legal instruments, such as European Payment Orders, European Small Claims, and others. It replaces the European Judicial Atlas in Civil matters that is gradually being phased out.",International,"European Union",,"European Court",Governmental,2015,Yes,,"Executive and legislative organs","Data access",Api,Unknown,Yes,No,"Data access and reuse","In production","European Court",Governmental
case,10006,60046,Service,"European Court Database (ECB) SDMX 2.1 RESTful web service",https://data.europa.eu/euodp/en/data/dataset/ecb-web-service,,"ECB statistics covers different statistical domains with a primary focus on the Euro Area. The ECB’s Statistical Data Warehouse (SDW) contains the statistical data published by ECB. This data can be programmatically accessed via a RESTful Web-Service, which is compliant with the SDMX 2.1 standard.",International,"European Union",,"European Central Bank Statistics",Governmental,2015,Yes,,"Overall planning and statistical services","Data access",Api,Unknown,Yes,No,"Data access and reuse","In production","European Central Bank Statistics",Governmental
case,10006,60047,Service,"European Data Portal",https://www.europeandataportal.eu/data/en/api/3,,"API of the European Data Portal.",International,"European Union",,"European Commission",Governmental,2015,Yes,,"General public services","Data access",Api,Unknown,Yes,Yes,"Data access and reuse","In production","European Commission",Governmental
case,10006,60048,Service,"European Environmental Agency (EEA) public map services",https://www.eea.europa.eu/code/gis/gis-applications-api,,"The European Environmental Agency (EEA) provides geographic information system (GIS) application programming interfaces (APIs) to obtain a wide range of environmental data for Europe, and helps users create their own map services. Map services available from Discomap are freely available for reuse. EEA content can be integrated in many different ways by developers or by end users who wish to combine EEA's information with their own or other public map services (mash-ups).",International,"European Union",,"European Environment Agency (EEA)",Governmental,2012,Yes,,"Environmental protection","Data access",Api,Unknown,Yes,No,"Data access and reuse","In production","European Environment Agency (EEA)",Governmental
case,10006,60049,Service,"European Participant Portal Application Programming Interfaces (APIs)",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/support/participant-portal/apis,,"External API interfaces exposed by the Participant Portal for use by third party systems.",International,"European Union",,"European Commission",Governmental,2013,Yes,,"Social protection","Data access",Api,Unknown,No,Yes,"Service integration",Pilot,"European Commission",Governmental
case,10006,60050,Service,"European Single Procurement Document (ESPD)",https://www.itb.ec.europa.eu/espd/api/validation?wsdl,,"API of the European Single Procurement Document (ESPD).",International,"European Union",,"European Commission",Governmental,2016,Yes,,"General public services","Data access",Api,Unknown,Yes,No,"Data access and reuse","In production","European Commission",Governmental
case,10006,60051,Service,"European Skills, Competences, Qualifications and Occupations (ESCO)",https://ec.europa.eu/esco/api,,"European Skills, Competences, Qualifications and Occupations (ESCO)",International,"European Union",,"European Commission",Governmental,2017,Yes,,Education,"Data access",Api,Unknown,Yes,No,"Data access and reuse","In production","European Commission",Governmental
case,10006,60052,Service,"Sparql and RESTful API access to European Union law and publications (CELLAR)",https://data.europa.eu/euodp/en/data/dataset/sparql-cellar-of-the-publications-office,,"Key collections of EU information – legal content and general publications – can be fetched directly from the Publications Office’s common repository of metadata and content, the CELLAR, using the machine-readable SPARQL endpoint facility or the HTTP RESTful web services. CELLAR is powered by semantic technology and enables direct access to information stored as Linked Data.",International,"European Union",,"Publications Office of the European Union",Governmental,2016,Yes,,"Executive and legislative organs","Data access",Api,Unknown,Yes,No,"Data access and reuse","In production","Publications Office of the European Union",Governmental
case,10006,60053,Service,"An API for European Union legislation",https://api.epdb.eu,,"This is an application programming interface (API) that opens up core EU legislative data for further use. The interface uses JSON, meaning that you have easy to use machine-readable access to meta data on European Union legislation. It will be useful if you want to use or analyze European Union legislative data in a way that the official databases are not originally build for. The API extracts, organize and connects data from various official sources.",International,"European Union",,"Buhl & Rasmussen",Governmental,2014,Yes,,"Executive and legislative organs","Data access",Api,Unknown,Yes,No,"Data access and reuse","In production","Buhl & Rasmussen",Governmental
case,10006,60054,Service,"Europeana REST API",https://pro.europeana.eu/resources/apis/intro,,"The Europeana REST API allows you to build applications that use the wealth of our collections drawn from the major museums and galleries across Europe. The Europeana collections contain over 50 million cultural heritage items, from books and paintings to 3D objects and audiovisual material, that celebrate over 3,500 cultural institutions across Europe.",International,"European Union",,"Europeana Foundation",Governmental,2011,Yes,,"Recreation, culture and religion","Data access",Api,Unknown,Yes,Yes,"Data access and reuse","In production","Europeana Foundation",Governmental
case,10006,60055,Service,"EUROSTAT REST API",https://ec.europa.eu/eurostat/web/json-and-unicode-web-services,,"The EUROSTAT JSON & UNICODE Web Services are a programmatic access to Eurostat data, with the possibility to download a subset of a given dataset. This operation allows customizing requests for data. You can filter on dimensions to retrieve specific data subsets.",International,"European Union",,"European Commission",Governmental,2017,Yes,,"Overall planning and statistical services","Data access",Api,Unknown,Yes,No,"Data access and reuse","In production","European Commission",Governmental
case,10006,60056,Service,"EUROSTAT NUTS SPARQL endpoint",https://data.europa.eu/euodp/en/data/dataset/ESTAT-NUTS-classification,,"EUROSTAT NUTS SPARQL endpoint. The NUTS classification (Nomenclature of territorial units for statistics) is a hierarchical system for dividing up the economic territory of the EU.",International,"European Union",,"European Commission",Governmental,2018,Yes,,"Overall planning and statistical services","Data access",Api,Unknown,Yes,No,"Data access and reuse","In production","European Commission",Governmental
